Timestamp,Action,TableName,RecordID,SqlQuery,UserName,ServerIP,RequestUrl,RequestData,RequestCompleted,RequestMsg
"2020-04-15 01:55:39",view,ficha,,"SELECT   ficha.id, ficha.fecha, ficha.fk_receptor, recibido.lugar_recibido AS recibido_lugar_recibido, enviado.id_enviado AS enviado_id_enviado, enviado.fecha_enviado AS enviado_fecha_enviado, enviado.png AS enviado_png, centro.Nombre_centro AS centro_Nombre_centro, centro.Tel_centro AS centro_Tel_centro, centro.direccion_centro AS centro_direccion_centro, centro.numero_centro AS centro_numero_centro, ficha.fk_emisor, enviado.lugar_salida AS enviado_lugar_salida, recibido.id_recibido AS recibido_id_recibido, recibido.fecha_recibido AS recibido_fecha_recibido, recibido.png AS recibido_png, centro2.Nombre_centro AS centro2_Nombre_centro, centro2.Tel_centro AS centro2_Tel_centro, centro2.direccion_centro AS centro2_direccion_centro, centro2.numero_centro AS centro2_numero_centro, producto.nombre_producto AS producto_nombre_producto, producto.precio_producto AS producto_precio_producto, detalle_registro.fk_cantidad AS detalle_registro_fk_cantidad, producto.cantidad_producto AS producto_cantidad_producto, producto.dimension_producto AS producto_dimension_producto, producto.peso_producto AS producto_peso_producto, producto.desc_producto AS producto_desc_producto, producto.fk_categoria AS producto_fk_categoria, producto.fk_proveedor AS producto_fk_proveedor, ficha.user_created FROM ficha INNER JOIN enviado ON ficha.fk_emisor = enviado.id_enviado INNER JOIN recibido ON ficha.fk_receptor = recibido.id_recibido INNER JOIN centro ON enviado.lugar_salida = centro.id_centro INNER JOIN centro AS centro2 ON recibido.lugar_recibido = centro2.id_centro INNER JOIN detalle_registro ON ficha.id = detalle_registro.fk_registro INNER JOIN producto ON detalle_registro.fk_producto = producto.id_producto WHERE  ficha.id = ?  LIMIT 1",,::1,ficha/view/,[],false,"No record found"
"2020-04-15 01:55:41",view,ficha,1,"SELECT   ficha.id, ficha.fecha, ficha.fk_receptor, recibido.lugar_recibido AS recibido_lugar_recibido, enviado.id_enviado AS enviado_id_enviado, enviado.fecha_enviado AS enviado_fecha_enviado, enviado.png AS enviado_png, centro.Nombre_centro AS centro_Nombre_centro, centro.Tel_centro AS centro_Tel_centro, centro.direccion_centro AS centro_direccion_centro, centro.numero_centro AS centro_numero_centro, ficha.fk_emisor, enviado.lugar_salida AS enviado_lugar_salida, recibido.id_recibido AS recibido_id_recibido, recibido.fecha_recibido AS recibido_fecha_recibido, recibido.png AS recibido_png, centro2.Nombre_centro AS centro2_Nombre_centro, centro2.Tel_centro AS centro2_Tel_centro, centro2.direccion_centro AS centro2_direccion_centro, centro2.numero_centro AS centro2_numero_centro, producto.nombre_producto AS producto_nombre_producto, producto.precio_producto AS producto_precio_producto, detalle_registro.fk_cantidad AS detalle_registro_fk_cantidad, producto.cantidad_producto AS producto_cantidad_producto, producto.dimension_producto AS producto_dimension_producto, producto.peso_producto AS producto_peso_producto, producto.desc_producto AS producto_desc_producto, producto.fk_categoria AS producto_fk_categoria, producto.fk_proveedor AS producto_fk_proveedor, ficha.user_created FROM ficha INNER JOIN enviado ON ficha.fk_emisor = enviado.id_enviado INNER JOIN recibido ON ficha.fk_receptor = recibido.id_recibido INNER JOIN centro ON enviado.lugar_salida = centro.id_centro INNER JOIN centro AS centro2 ON recibido.lugar_recibido = centro2.id_centro INNER JOIN detalle_registro ON ficha.id = detalle_registro.fk_registro INNER JOIN producto ON detalle_registro.fk_producto = producto.id_producto WHERE  ficha.id = ?  LIMIT 1",,::1,ficha/view/1,[],true,
"2020-04-15 01:55:51",view,ficha,,"SELECT   ficha.id, ficha.fecha, ficha.fk_receptor, recibido.lugar_recibido AS recibido_lugar_recibido, enviado.id_enviado AS enviado_id_enviado, enviado.fecha_enviado AS enviado_fecha_enviado, enviado.png AS enviado_png, centro.Nombre_centro AS centro_Nombre_centro, centro.Tel_centro AS centro_Tel_centro, centro.direccion_centro AS centro_direccion_centro, centro.numero_centro AS centro_numero_centro, ficha.fk_emisor, enviado.lugar_salida AS enviado_lugar_salida, recibido.id_recibido AS recibido_id_recibido, recibido.fecha_recibido AS recibido_fecha_recibido, recibido.png AS recibido_png, centro2.Nombre_centro AS centro2_Nombre_centro, centro2.Tel_centro AS centro2_Tel_centro, centro2.direccion_centro AS centro2_direccion_centro, centro2.numero_centro AS centro2_numero_centro, producto.nombre_producto AS producto_nombre_producto, producto.precio_producto AS producto_precio_producto, detalle_registro.fk_cantidad AS detalle_registro_fk_cantidad, producto.cantidad_producto AS producto_cantidad_producto, producto.dimension_producto AS producto_dimension_producto, producto.peso_producto AS producto_peso_producto, producto.desc_producto AS producto_desc_producto, producto.fk_categoria AS producto_fk_categoria, producto.fk_proveedor AS producto_fk_proveedor, ficha.user_created FROM ficha INNER JOIN enviado ON ficha.fk_emisor = enviado.id_enviado INNER JOIN recibido ON ficha.fk_receptor = recibido.id_recibido INNER JOIN centro ON enviado.lugar_salida = centro.id_centro INNER JOIN centro AS centro2 ON recibido.lugar_recibido = centro2.id_centro INNER JOIN detalle_registro ON ficha.id = detalle_registro.fk_registro INNER JOIN producto ON detalle_registro.fk_producto = producto.id_producto WHERE  ficha.id = ?  LIMIT 1",,::1,ficha/view/,[],false,"No record found"
"2020-04-15 01:55:54",view,ficha,1,"SELECT   ficha.id, ficha.fecha, ficha.fk_receptor, recibido.lugar_recibido AS recibido_lugar_recibido, enviado.id_enviado AS enviado_id_enviado, enviado.fecha_enviado AS enviado_fecha_enviado, enviado.png AS enviado_png, centro.Nombre_centro AS centro_Nombre_centro, centro.Tel_centro AS centro_Tel_centro, centro.direccion_centro AS centro_direccion_centro, centro.numero_centro AS centro_numero_centro, ficha.fk_emisor, enviado.lugar_salida AS enviado_lugar_salida, recibido.id_recibido AS recibido_id_recibido, recibido.fecha_recibido AS recibido_fecha_recibido, recibido.png AS recibido_png, centro2.Nombre_centro AS centro2_Nombre_centro, centro2.Tel_centro AS centro2_Tel_centro, centro2.direccion_centro AS centro2_direccion_centro, centro2.numero_centro AS centro2_numero_centro, producto.nombre_producto AS producto_nombre_producto, producto.precio_producto AS producto_precio_producto, detalle_registro.fk_cantidad AS detalle_registro_fk_cantidad, producto.cantidad_producto AS producto_cantidad_producto, producto.dimension_producto AS producto_dimension_producto, producto.peso_producto AS producto_peso_producto, producto.desc_producto AS producto_desc_producto, producto.fk_categoria AS producto_fk_categoria, producto.fk_proveedor AS producto_fk_proveedor, ficha.user_created FROM ficha INNER JOIN enviado ON ficha.fk_emisor = enviado.id_enviado INNER JOIN recibido ON ficha.fk_receptor = recibido.id_recibido INNER JOIN centro ON enviado.lugar_salida = centro.id_centro INNER JOIN centro AS centro2 ON recibido.lugar_recibido = centro2.id_centro INNER JOIN detalle_registro ON ficha.id = detalle_registro.fk_registro INNER JOIN producto ON detalle_registro.fk_producto = producto.id_producto WHERE  ficha.id = ?  LIMIT 1",,::1,ficha/view/1,[],true,
"2020-04-15 01:56:02",view,ficha,1,"SELECT   ficha.id, ficha.fecha, ficha.fk_receptor, recibido.lugar_recibido AS recibido_lugar_recibido, enviado.id_enviado AS enviado_id_enviado, enviado.fecha_enviado AS enviado_fecha_enviado, enviado.png AS enviado_png, centro.Nombre_centro AS centro_Nombre_centro, centro.Tel_centro AS centro_Tel_centro, centro.direccion_centro AS centro_direccion_centro, centro.numero_centro AS centro_numero_centro, ficha.fk_emisor, enviado.lugar_salida AS enviado_lugar_salida, recibido.id_recibido AS recibido_id_recibido, recibido.fecha_recibido AS recibido_fecha_recibido, recibido.png AS recibido_png, centro2.Nombre_centro AS centro2_Nombre_centro, centro2.Tel_centro AS centro2_Tel_centro, centro2.direccion_centro AS centro2_direccion_centro, centro2.numero_centro AS centro2_numero_centro, producto.nombre_producto AS producto_nombre_producto, producto.precio_producto AS producto_precio_producto, detalle_registro.fk_cantidad AS detalle_registro_fk_cantidad, producto.cantidad_producto AS producto_cantidad_producto, producto.dimension_producto AS producto_dimension_producto, producto.peso_producto AS producto_peso_producto, producto.desc_producto AS producto_desc_producto, producto.fk_categoria AS producto_fk_categoria, producto.fk_proveedor AS producto_fk_proveedor, ficha.user_created FROM ficha INNER JOIN enviado ON ficha.fk_emisor = enviado.id_enviado INNER JOIN recibido ON ficha.fk_receptor = recibido.id_recibido INNER JOIN centro ON enviado.lugar_salida = centro.id_centro INNER JOIN centro AS centro2 ON recibido.lugar_recibido = centro2.id_centro INNER JOIN detalle_registro ON ficha.id = detalle_registro.fk_registro INNER JOIN producto ON detalle_registro.fk_producto = producto.id_producto WHERE  ficha.id = ?  LIMIT 1",,::1,ficha/view/1,[],true,
"2020-04-15 01:56:23",view,ficha,1,"SELECT   ficha.id, ficha.fecha, ficha.fk_receptor, recibido.lugar_recibido AS recibido_lugar_recibido, enviado.id_enviado AS enviado_id_enviado, enviado.fecha_enviado AS enviado_fecha_enviado, enviado.png AS enviado_png, centro.Nombre_centro AS centro_Nombre_centro, centro.Tel_centro AS centro_Tel_centro, centro.direccion_centro AS centro_direccion_centro, centro.numero_centro AS centro_numero_centro, ficha.fk_emisor, enviado.lugar_salida AS enviado_lugar_salida, recibido.id_recibido AS recibido_id_recibido, recibido.fecha_recibido AS recibido_fecha_recibido, recibido.png AS recibido_png, centro2.Nombre_centro AS centro2_Nombre_centro, centro2.Tel_centro AS centro2_Tel_centro, centro2.direccion_centro AS centro2_direccion_centro, centro2.numero_centro AS centro2_numero_centro, producto.nombre_producto AS producto_nombre_producto, producto.precio_producto AS producto_precio_producto, detalle_registro.fk_cantidad AS detalle_registro_fk_cantidad, producto.cantidad_producto AS producto_cantidad_producto, producto.dimension_producto AS producto_dimension_producto, producto.peso_producto AS producto_peso_producto, producto.desc_producto AS producto_desc_producto, producto.fk_categoria AS producto_fk_categoria, producto.fk_proveedor AS producto_fk_proveedor, ficha.user_created FROM ficha INNER JOIN enviado ON ficha.fk_emisor = enviado.id_enviado INNER JOIN recibido ON ficha.fk_receptor = recibido.id_recibido INNER JOIN centro ON enviado.lugar_salida = centro.id_centro INNER JOIN centro AS centro2 ON recibido.lugar_recibido = centro2.id_centro INNER JOIN detalle_registro ON ficha.id = detalle_registro.fk_registro INNER JOIN producto ON detalle_registro.fk_producto = producto.id_producto WHERE  ficha.id = ?  LIMIT 1",,::1,ficha/view/1,[],true,
"2020-04-15 01:58:01",view,enviado,1,"SELECT   enviado.id_enviado, enviado.fecha_enviado, enviado.lugar_salida, centro.Nombre_centro AS centro_Nombre_centro, enviado.png, enviado.creacion, enviado.user_created FROM enviado INNER JOIN centro ON enviado.lugar_salida = centro.id_centro WHERE  enviado.id_enviado = ?  LIMIT 1",,::1,enviado/view/1,[],true,
"2020-04-15 02:12:40",userlogout,usuario,,,,::1,index/logout,[],true,
"2020-04-15 02:22:12",view,ficha,1,"SELECT   ficha.id, ficha.fecha, ficha.fk_receptor, recibido.lugar_recibido AS recibido_lugar_recibido, enviado.id_enviado AS enviado_id_enviado, enviado.fecha_enviado AS enviado_fecha_enviado, enviado.png AS enviado_png, centro.Nombre_centro AS centro_Nombre_centro, centro.Tel_centro AS centro_Tel_centro, centro.direccion_centro AS centro_direccion_centro, centro.numero_centro AS centro_numero_centro, ficha.fk_emisor, enviado.lugar_salida AS enviado_lugar_salida, recibido.id_recibido AS recibido_id_recibido, recibido.fecha_recibido AS recibido_fecha_recibido, recibido.png AS recibido_png, centro2.Nombre_centro AS centro2_Nombre_centro, centro2.Tel_centro AS centro2_Tel_centro, centro2.direccion_centro AS centro2_direccion_centro, centro2.numero_centro AS centro2_numero_centro, producto.nombre_producto AS producto_nombre_producto, producto.precio_producto AS producto_precio_producto, detalle_registro.fk_cantidad AS detalle_registro_fk_cantidad, producto.cantidad_producto AS producto_cantidad_producto, producto.dimension_producto AS producto_dimension_producto, producto.peso_producto AS producto_peso_producto, producto.desc_producto AS producto_desc_producto, producto.fk_categoria AS producto_fk_categoria, producto.fk_proveedor AS producto_fk_proveedor, ficha.user_created FROM ficha INNER JOIN enviado ON ficha.fk_emisor = enviado.id_enviado INNER JOIN recibido ON ficha.fk_receptor = recibido.id_recibido INNER JOIN centro ON enviado.lugar_salida = centro.id_centro INNER JOIN centro AS centro2 ON recibido.lugar_recibido = centro2.id_centro INNER JOIN detalle_registro ON ficha.id = detalle_registro.fk_registro INNER JOIN producto ON detalle_registro.fk_producto = producto.id_producto WHERE  ficha.id = ?  LIMIT 1",,::1,ficha/view/1,[],true,
"2020-04-15 02:31:18",userlogin,usuario,,"SELECT   * FROM usuario WHERE  user_usuario = ?  LIMIT 1",,::1,index/login/,"{""username"":""admin"",""password"":""$2y$10$rLogP7vTJdg.A9MTZCKdieJYxwhL1f82Kn0GS\/kebb9JvP0nYhKr.""}",true,
